NIK,PK,PERFORMANCE,COMPETENCY,LEARNING POINT,Kerja Ibadah,Apresiasi,Lebih cepat,Aktif bersama
201990388,0.98,0.96,1.08,0.0,0.91,0.83,0.86,0.94
201590386,0.98,0.96,1.07,0.0,0.92,0.89,0.82,0.94
201490383,0.98,0.95,1.07,0.0,0.81,0.94,0.76,0.82
201590385,0.98,0.96,1.09,0.0,0.82,0.88,0.76,0.88
201490384,0.98,0.95,1.09,0.0,0.8,0.89,0.86,0.83
201300502,0.84,0.85,0.97,0.55,0.81,0.75,0.8,0.79
200900320,0.86,0.89,0.93,0.25,0.95,0.92,0.83,0.84
201100387,0.92,0.92,1.03,0.57,0.83,0.88,0.88,0.86
201300512,0.93,0.94,1.07,0.12,0.92,0.89,0.78,0.94
201500630,0.92,0.89,0.97,0.0,0.8,0.76,0.68,0.54
201600827,0.94,0.93,1.01,0.0,0.81,0.83,0.76,0.77
200900318,0.95,0.96,1.11,0.42,0.9,0.99,0.97,0.98
201400674,0.94,0.95,1.06,0.28,1.0,1.0,1.0,1.0
201100378,0.95,0.96,0.96,0.35,0.92,1.0,0.87,0.97
200900317,0.92,0.94,1.03,0.35,0.94,0.92,0.9,0.94
201200644,0.92,0.93,1.0,0.35,0.83,1.0,0.95,1.0
200900340,0.94,0.95,1.0,0.35,0.85,1.0,0.96,1.0
200900341,0.93,0.94,1.01,0.35,0.83,0.98,0.96,0.97
201400590,0.93,0.94,1.08,0.05,1.0,0.99,0.99,0.93
201200568,0.92,0.9,0.95,0.0,0.75,0.76,0.82,0.87
200900345,0.92,0.91,1.0,0.0,0.92,0.88,0.76,0.83
201300609,0.92,0.92,0.98,0.0,0.75,0.88,0.76,0.89
201100457,0.91,0.9,0.96,0.0,0.75,0.89,0.82,0.83
201100458,0.91,0.9,0.98,0.0,0.92,0.76,0.75,0.76
201390339,0.94,0.94,1.0,0.0,0.8,0.99,0.94,0.99
202090347,0.94,0.93,1.0,0.0,0.78,0.94,0.87,0.98
201200464,0.94,0.93,1.0,0.0,0.8,0.94,0.89,0.88
201290342,0.95,0.95,1.0,0.0,0.85,0.98,0.95,0.99
201490343,0.94,0.93,1.0,0.0,0.79,0.98,0.93,0.81
201790344,0.94,0.95,1.02,0.0,0.95,1.0,1.0,0.98
201490341,0.94,0.95,0.99,0.0,0.96,0.94,0.94,0.99
201390340,0.94,0.93,1.0,0.0,0.81,1.0,0.9,0.77
201890346,0.94,0.95,1.0,0.0,0.85,1.0,0.95,1.0
201890345,0.94,0.94,1.01,0.0,0.74,1.0,0.94,0.99
200100169,0.96,0.96,1.1,0.45,0.9,0.82,0.92,0.94
201300504,0.95,0.97,1.0,0.3,0.92,0.9,0.86,0.88
201300508,0.97,0.97,1.07,0.62,0.94,0.88,0.86,0.82
202003852,0.9,0.91,1.09,0.0,0.92,0.84,0.87,0.89
202191479,0.94,0.94,1.03,0.0,1.0,0.94,0.95,0.94
201400787,0.92,0.93,1.09,0.0,0.96,0.89,0.9,0.94
201300507,0.94,0.94,1.04,0.0,0.85,0.83,0.86,0.89
200300202,0.95,0.95,1.05,0.35,0.83,0.88,0.89,0.95
201300509,0.94,0.92,0.95,0.0,0.69,0.66,0.68,0.69
201300606,0.97,0.97,1.04,0.38,0.85,0.94,0.86,0.94
201300607,0.96,0.96,1.02,0.35,0.95,0.89,0.78,0.94
202104085,0.92,0.94,1.01,0.0,1.0,0.94,1.0,0.99
201300610,0.92,0.94,1.16,0.0,0.91,1.0,0.98,0.98
201490406,1.0,0.98,1.0,0.0,0.91,0.88,0.81,0.88
201390405,1.0,0.99,1.03,0.0,0.91,0.94,0.86,0.89
201990408,1.0,0.98,1.01,0.0,0.89,0.87,0.8,0.93
201390404,1.0,0.99,1.07,0.0,0.96,1.0,0.9,0.94
201890407,1.0,0.98,0.99,0.0,0.88,0.89,0.86,0.89
200600283,0.93,0.93,1.01,0.4,0.77,0.82,0.81,0.94
200600285,0.9,0.93,1.05,0.62,0.9,0.91,0.94,0.88
200600284,0.93,0.93,1.01,0.25,0.89,0.87,0.94,0.89
200600324,0.94,0.95,1.14,0.3,0.92,0.99,0.89,0.94
201100386,0.92,0.91,1.03,0.0,0.88,0.88,0.72,0.77
200800333,0.9,0.91,1.03,0.0,0.8,0.94,0.84,0.88
200600287,0.94,0.96,1.15,0.6,0.9,0.92,0.87,0.92
200600286,0.94,0.97,1.08,0.28,0.94,0.99,0.99,0.99
199100024,0.94,0.97,1.06,0.3,0.89,0.88,0.92,0.97
200100167,0.94,0.98,1.17,0.6,0.98,1.0,0.95,1.0
201903444,0.99,1.01,1.04,0.6,0.99,0.98,0.94,0.99
200600325,0.99,1.02,1.06,0.6,1.0,1.0,0.98,1.0
200600288,0.93,0.94,1.1,0.25,0.99,0.98,0.94,0.93
201500692,0.9,0.88,0.95,0.0,0.73,0.72,0.68,0.78
200600326,0.96,0.99,1.16,0.25,0.96,1.0,0.94,0.94
200600327,0.96,1.0,1.15,0.25,0.96,1.0,0.96,1.0
200600328,0.96,0.99,1.15,0.25,0.95,0.98,0.94,0.98
201090323,0.98,0.96,1.08,0.0,0.71,0.94,0.78,0.76
201890331,0.98,0.97,1.04,0.0,0.88,0.98,0.94,0.99
201390326,0.97,0.97,1.02,0.0,0.95,0.98,0.84,0.99
201790330,0.98,0.99,1.11,0.0,0.99,1.0,1.0,0.99
200690322,0.98,0.98,1.03,0.0,1.0,0.99,1.0,0.88
201790329,0.98,0.98,1.04,0.0,1.0,0.99,0.96,1.0
201390327,0.98,0.98,1.02,0.0,0.99,0.99,0.9,0.99
202190332,0.98,0.98,1.0,0.0,0.95,0.99,0.9,0.94
201090324,0.98,0.99,1.04,0.0,0.99,1.0,1.0,1.0
200600329,0.98,0.99,1.09,0.0,1.0,1.0,1.0,1.0
200690321,0.98,0.98,1.07,0.0,0.99,0.98,0.94,0.98
201390325,0.98,0.98,1.07,0.0,0.99,0.98,0.98,0.99
201100398,0.99,1.01,1.12,1.0,1.0,1.0,0.96,0.98
200100170,0.97,0.98,1.01,0.57,0.87,0.92,0.78,0.9
201700713,0.99,1.0,1.09,0.75,0.85,0.99,0.99,0.99
201700712,0.92,0.94,1.08,0.2,0.89,0.99,0.94,1.0
201700715,0.92,0.93,1.05,0.25,1.0,0.93,0.92,0.96
201700811,0.91,0.93,1.03,0.75,0.92,0.88,0.81,0.91
201700808,0.92,0.92,1.02,0.32,0.68,0.77,0.86,0.81
201700812,0.93,0.96,1.09,0.25,0.96,1.0,1.0,0.94
201700809,0.84,0.87,1.0,0.6,0.96,1.0,0.78,0.83
201700810,0.91,0.92,1.01,0.6,0.89,0.88,0.88,0.81
202191332,0.92,0.9,1.01,0.0,0.88,0.82,0.67,0.87
201700813,0.92,0.94,1.17,0.25,1.0,0.99,0.94,0.93
201790424,0.94,0.94,0.98,0.0,0.92,0.93,0.95,0.82
201790423,0.92,0.92,0.99,0.0,0.85,0.94,0.86,0.89
201790422,0.95,0.94,1.09,0.0,0.96,0.89,0.96,0.89
201790426,0.94,0.93,0.98,0.0,0.95,0.89,0.9,0.71
201790425,0.86,0.87,1.01,0.0,0.82,0.93,0.84,0.88
201000340,0.84,0.89,1.16,1.0,0.98,0.99,0.96,1.0
201300517,0.88,0.92,1.04,0.68,0.86,0.91,0.9,0.92
200300205,0.84,0.86,1.01,1.0,0.9,0.95,0.81,0.92
201200439,1.0,1.0,1.04,0.65,0.96,0.89,0.86,1.0
201903481,0.98,0.98,1.08,0.6,0.95,0.92,0.85,0.88
201200425,1.0,1.0,1.04,1.0,0.95,0.94,0.86,0.88
198900009,0.96,0.97,1.08,0.25,0.96,1.0,0.9,0.99
199300039,0.92,0.94,1.02,0.35,1.0,1.0,0.95,0.99
201200652,0.96,0.98,1.17,0.35,0.99,1.0,0.98,1.0
200000159,0.93,0.94,1.08,0.35,0.88,1.0,0.91,0.94
200300221,0.96,0.98,1.0,0.35,1.0,1.0,1.0,1.0
201100435,0.96,0.97,1.0,0.35,1.0,1.0,0.85,0.99
202003795,0.94,0.94,1.0,0.0,1.0,1.0,0.9,1.0
201200651,0.9,0.91,1.13,0.0,0.99,1.0,1.0,1.0
201100436,0.93,0.94,1.0,0.0,1.0,1.0,0.9,1.0
201190291,0.94,0.94,0.97,0.0,0.96,1.0,0.86,1.0
201190290,0.94,0.94,1.0,0.0,0.96,1.0,0.91,1.0
201190292,0.94,0.95,1.01,0.0,0.99,1.0,1.0,1.0
201290293,0.94,0.94,1.0,0.0,0.92,1.0,0.94,0.83
201690294,0.94,0.94,0.98,0.0,1.0,1.0,0.86,1.0
199100022,0.95,0.96,1.01,0.35,0.99,0.97,0.94,0.99
201100377,0.9,0.91,1.01,0.0,1.0,1.0,1.0,1.0
199000018,0.95,0.96,1.02,0.35,0.9,1.0,0.96,0.98
199700126,0.94,0.96,1.01,0.6,1.0,1.0,1.0,1.0
202003940,0.94,0.96,1.09,0.0,1.0,1.0,1.0,1.0
201600796,0.96,0.98,1.08,0.6,0.99,1.0,1.0,1.0
200800334,0.96,0.98,1.09,0.0,1.0,1.0,1.0,1.0
201600667,1.0,1.01,1.0,0.0,1.0,1.0,0.95,1.0
200000187,0.94,0.96,1.03,0.0,1.0,1.0,1.0,1.0
201200643,0.94,0.95,1.01,0.0,0.99,0.99,0.99,1.0
201801039,0.94,0.95,1.0,0.0,0.89,1.0,1.0,1.0
201100437,0.94,0.95,1.01,0.0,0.99,1.0,1.0,0.99
200700330,0.94,0.95,1.0,0.0,0.98,1.0,1.0,1.0
200190271,0.98,0.92,1.0,0.0,0.7,0.55,0.54,0.55
201790282,0.98,0.92,1.0,0.0,0.7,0.66,0.42,0.48
201490279,0.98,0.91,0.92,0.0,0.44,0.49,0.55,0.44
202090283,0.98,0.95,1.0,0.0,0.66,0.89,0.78,0.72
199290270,0.98,0.94,1.0,0.0,0.7,0.64,0.7,0.64
201490275,0.98,0.97,1.0,0.0,0.89,0.94,0.82,0.83
201590278,0.98,0.94,1.0,0.0,0.66,0.72,0.6,0.78
201790281,0.98,0.96,1.0,0.0,0.81,0.89,0.78,0.7
201190272,0.98,0.92,0.9,0.0,0.55,0.61,0.46,0.44
202090285,0.98,0.93,0.97,0.0,0.55,0.61,0.6,0.64
201790280,0.98,0.92,0.92,0.0,0.59,0.61,0.46,0.55
202090284,1.0,0.96,0.97,0.0,0.74,0.83,0.68,0.78
201490276,0.98,0.94,0.97,0.0,0.66,0.78,0.62,0.77
201600797,0.98,0.93,0.92,0.0,0.59,0.61,0.6,0.61
201290274,0.98,0.96,1.0,0.0,0.78,0.89,0.78,0.83
201290273,0.98,0.95,0.92,0.0,0.78,0.72,0.6,0.78
200900319,0.82,0.86,1.13,0.3,0.98,0.97,0.94,0.89
199500061,0.88,0.91,1.05,0.3,0.85,0.84,0.8,0.88
201400576,0.81,0.83,1.05,0.3,0.88,0.91,0.85,0.87
201700695,0.93,0.93,1.0,0.12,0.89,0.78,0.78,0.82
199500063,0.94,0.9,0.94,0.0,0.74,0.78,0.5,0.72
199500062,0.91,0.92,1.0,0.0,0.96,0.94,0.9,0.94
201800785,0.95,0.96,1.17,0.05,1.0,1.0,0.95,0.94
199600084,0.92,0.94,1.07,0.0,0.94,1.0,0.94,0.97
200990310,0.92,0.92,1.0,0.0,0.89,1.0,1.0,0.99
199000019,0.91,0.91,1.07,0.6,0.85,0.79,0.76,0.81
200000157,0.93,0.92,1.02,0.9,0.82,0.78,0.83,0.78
202104087,0.92,0.93,1.0,0.35,0.92,0.94,0.86,0.94
199500087,0.93,0.94,1.02,0.35,0.9,0.88,0.94,1.0
202104096,0.92,0.93,0.99,0.0,1.0,0.99,0.94,0.99
202104095,0.9,0.91,1.0,0.0,0.99,0.94,0.92,0.99
202003945,0.93,0.94,1.11,0.55,1.0,1.0,0.99,1.0
201500688,0.93,0.95,1.12,0.55,0.98,1.0,1.0,1.0
201090309,0.91,0.91,1.0,0.0,0.95,0.94,0.9,1.0
199790304,0.91,0.91,1.0,0.0,0.96,0.94,0.95,1.0
201690312,0.91,0.91,1.0,0.0,0.92,0.88,0.94,0.99
199590301,0.91,0.92,1.0,0.0,1.0,0.94,0.96,0.94
201590313,0.9,0.9,0.97,0.0,0.89,1.0,0.86,0.89
201890315,0.92,0.93,1.0,0.0,0.96,1.0,0.94,1.0
199990306,0.9,0.91,1.0,0.0,0.85,0.94,0.95,0.94
199990305,0.91,0.92,1.0,0.0,0.96,0.99,0.96,1.0
200890308,0.91,0.91,1.0,0.0,0.92,0.94,0.86,0.94
201390311,0.91,0.89,1.0,0.0,0.7,0.99,0.68,0.82
199690303,0.91,0.91,1.0,0.0,0.96,1.0,0.96,0.89
201790314,0.92,0.93,1.0,0.0,0.96,1.0,0.96,1.0
200900321,0.88,0.91,1.08,0.6,0.9,0.91,0.94,0.97
202004003,0.9,0.89,1.0,0.4,0.88,0.89,0.82,0.72
202003982,0.98,1.0,1.09,0.6,0.95,0.94,0.95,1.0
201200432,0.93,0.95,1.02,0.75,0.91,0.98,0.87,0.94
202090433,0.91,0.92,1.0,0.0,1.0,0.94,0.9,0.94
202104084,0.94,0.95,1.01,0.35,0.99,0.99,0.85,0.99
201500702,0.97,0.97,1.02,0.82,0.78,0.89,0.86,1.0
201500606,1.0,0.99,1.03,0.0,0.99,1.0,0.86,0.89
202191474,0.87,0.89,1.0,0.0,0.96,1.0,0.95,1.0
202003981,0.99,0.98,1.05,0.82,0.96,0.94,0.9,0.93
202104082,0.9,0.92,1.0,0.0,0.96,0.99,0.98,1.0
202104083,0.93,0.94,1.0,0.3,0.95,0.99,0.99,1.0
202090437,1.0,0.99,1.0,0.0,0.89,0.94,0.86,0.89
201590436,1.0,0.99,1.02,0.0,0.89,0.94,0.82,0.94
202090438,1.0,1.0,1.02,0.0,1.0,0.99,0.91,1.0
202090439,1.0,0.98,1.0,0.0,0.85,0.83,0.82,0.94
202090440,1.0,0.99,1.0,0.0,0.84,0.94,0.86,0.94
200300200,0.85,0.89,1.13,0.52,1.0,1.0,0.98,0.9
200400222,0.95,0.98,1.06,0.32,0.93,0.9,1.0,1.0
201200426,0.92,0.93,1.0,0.1,0.99,0.99,0.94,0.99
201400592,0.92,0.93,1.01,0.0,0.89,1.0,0.82,1.0
200300218,0.87,0.9,1.0,0.0,1.0,1.0,0.99,1.0
200300199,0.92,0.92,0.99,0.35,0.92,0.86,0.81,0.84
201400733,0.91,0.92,1.0,0.32,0.92,0.88,0.86,0.83
200100203,0.9,0.92,1.14,0.35,0.87,0.99,0.99,0.93
200300198,0.93,0.93,1.04,0.35,0.95,0.85,0.82,0.82
200300219,0.91,0.92,1.0,0.35,0.88,1.0,0.96,0.94
200300220,0.91,0.93,1.03,0.35,1.0,1.0,0.9,1.0
201801080,0.91,0.93,1.15,0.12,1.0,1.0,1.0,1.0
200300222,0.92,0.91,1.04,0.3,0.88,0.78,0.86,0.82
200300223,0.94,0.92,1.02,0.3,0.74,0.78,0.77,0.78
200300224,0.92,0.91,1.0,0.0,0.78,0.78,0.7,0.83
201490375,0.92,0.92,1.05,0.0,0.81,0.94,0.91,0.94
200390369,0.92,0.92,1.13,0.35,0.85,0.99,0.93,0.92
200790372,0.92,0.92,1.08,0.0,0.85,0.94,0.82,0.94
200390367,0.92,0.92,1.0,0.0,0.88,1.0,0.86,0.92
201390376,0.92,0.92,1.08,0.0,0.89,0.94,0.86,0.94
200490371,0.92,0.92,1.0,0.0,0.78,1.0,0.86,0.89
201290373,0.92,0.92,1.08,0.0,0.85,1.0,0.82,0.89
201590377,0.92,0.92,1.08,0.0,0.89,1.0,0.82,0.94
200490370,0.92,0.92,1.0,0.0,0.89,0.94,0.96,0.94
200390368,0.92,0.92,1.0,0.0,0.81,1.0,0.91,1.0
200300201,0.94,0.94,1.03,0.45,0.9,0.87,0.9,0.86
201200428,0.95,0.97,1.01,1.0,0.85,0.92,0.92,0.89
202004004,0.89,0.89,0.97,0.3,0.84,0.9,0.83,0.88
201200430,0.94,0.94,1.02,0.0,1.0,0.89,0.82,0.89
201500607,0.93,0.94,1.01,0.02,0.99,1.0,0.99,0.99
201200429,0.92,0.93,1.05,0.0,1.0,0.94,0.94,0.99
201200431,0.98,0.99,1.05,0.35,0.96,0.94,1.0,1.0
201200521,0.92,0.93,1.03,0.0,0.92,0.97,0.94,0.94
200600263,0.97,0.97,1.02,0.5,0.82,0.99,0.94,0.92
201200433,0.9,0.91,1.0,0.6,0.78,0.79,0.84,0.76
201200520,0.96,0.99,1.17,0.6,0.99,1.0,1.0,1.0
201300492,0.97,0.99,1.0,0.28,0.99,0.88,0.84,0.86
201200569,0.92,0.92,1.0,0.28,0.84,0.78,0.86,0.78
201200522,0.91,0.9,1.0,0.25,0.72,0.82,0.67,0.71
201690394,0.95,0.96,1.15,0.0,1.0,1.0,1.0,1.0
201990397,0.95,0.96,1.15,0.0,0.99,0.99,0.98,0.99
201990396,0.95,0.95,1.15,0.0,0.89,0.99,0.99,0.98
202090398,0.95,0.96,1.17,0.0,1.0,1.0,1.0,1.0
201890395,0.95,0.95,1.17,0.0,1.0,1.0,1.0,0.83
201500666,0.96,0.97,1.0,0.3,0.99,0.99,0.95,0.83
201500604,0.91,0.92,1.13,0.3,0.98,0.99,0.94,0.82
201500603,0.96,0.97,1.08,0.55,0.98,0.98,0.88,0.92
201500665,0.99,1.01,1.08,1.0,0.91,0.99,0.99,0.89
201500667,0.97,0.97,1.05,0.65,0.87,0.98,0.88,0.88
201100381,0.98,0.99,1.04,0.6,0.9,0.92,0.92,0.92
200000153,0.97,0.97,1.0,0.6,0.92,0.91,0.92,0.91
202191333,0.94,0.95,1.16,0.0,1.0,0.94,0.99,1.0
201500668,0.97,0.99,1.17,0.92,1.0,1.0,0.99,0.99
201500669,0.96,0.95,1.01,0.3,0.76,0.76,0.9,0.82
201500670,0.96,0.93,0.97,0.3,0.75,0.65,0.61,0.68
201990416,1.0,1.0,1.16,0.0,0.99,0.99,0.98,0.99
201790415,1.0,1.0,1.17,0.0,0.99,0.98,1.0,0.99
201590412,1.0,1.0,1.17,0.0,1.0,1.0,1.0,1.0
201590413,1.0,1.0,1.17,0.0,0.98,0.94,1.0,1.0
201590411,1.0,1.0,1.17,0.0,1.0,1.0,1.0,1.0
201590414,1.0,1.0,1.15,0.0,1.0,0.94,0.99,0.99
198300011,0.71,0.74,1.0,0.0,0.85,0.87,0.89,0.86
199600086,0.71,0.77,1.16,0.0,0.89,0.97,0.95,0.94
200900349,0.98,1.0,1.05,1.0,0.98,0.95,0.96,0.9
201000466,1.0,1.05,1.14,1.0,1.0,0.99,1.0,0.99
201891269,0.98,1.0,1.09,1.0,0.99,0.99,0.98,0.99
201000462,0.98,0.99,1.09,1.0,0.93,0.98,0.96,0.98
202191294,0.99,0.98,1.09,1.0,0.96,0.94,0.95,0.93
201500781,0.99,1.0,1.14,1.0,0.96,0.98,0.98,0.98
202191295,1.0,1.0,1.1,1.0,0.96,1.0,0.99,1.0
201903141,0.98,0.99,1.13,1.0,0.96,1.0,1.0,0.99
201991292,1.0,1.01,1.16,1.0,1.0,0.99,0.99,1.0
201100491,0.91,0.94,1.04,1.0,0.92,0.86,0.89,0.87
201191186,0.95,0.97,1.01,1.0,0.78,0.71,0.74,0.77
201891273,0.87,0.87,1.0,1.0,0.77,0.66,0.72,0.78
201091166,0.7,0.7,1.0,0.0,0.75,0.66,0.71,0.78
201291198,0.9,0.87,1.0,0.0,0.77,0.66,0.72,0.78
201491244,0.85,0.83,1.0,0.0,0.78,0.65,0.7,0.76
201291210,0.85,0.83,1.0,0.0,0.77,0.66,0.73,0.78
201291202,0.91,0.91,1.0,0.0,0.92,0.89,0.9,1.0
200300236,0.98,0.95,1.02,0.53,0.78,0.66,0.73,0.78
201791264,0.0,0.11,1.01,0.0,0.75,0.66,0.72,0.78
201791265,0.0,0.11,1.0,0.0,0.77,0.65,0.72,0.78
201791266,0.0,0.15,1.0,0.0,0.92,0.99,0.98,0.99
201791262,0.0,0.14,1.05,0.0,0.92,0.89,0.9,1.0
201791261,0.0,0.11,1.01,0.0,0.76,0.66,0.72,0.78
201391227,0.0,0.15,1.0,0.0,0.92,0.99,1.0,1.0
201291213,0.0,0.11,1.01,0.0,0.77,0.66,0.72,0.77
201491241,0.0,0.15,1.0,0.0,0.92,0.99,0.99,0.99
201291197,0.0,0.15,1.02,0.0,0.91,0.99,0.98,1.0
201491243,0.0,0.11,1.0,0.0,0.74,0.64,0.71,0.75
201291211,0.0,0.11,0.99,0.0,0.77,0.65,0.72,0.78
201391226,0.85,0.87,1.0,0.0,0.92,1.0,0.98,1.0
201291219,0.9,0.87,1.0,0.25,0.76,0.65,0.72,0.76
201291214,0.0,0.11,1.0,0.0,0.78,0.66,0.72,0.78
201591251,0.0,0.11,1.02,0.0,0.76,0.66,0.72,0.78
201291215,0.0,0.11,1.01,0.0,0.78,0.66,0.72,0.78
201491240,0.0,0.11,0.98,0.0,0.76,0.63,0.7,0.76
201491239,0.0,0.11,1.0,0.0,0.76,0.65,0.72,0.76
201491242,0.0,0.11,1.0,0.0,0.77,0.65,0.72,0.78
201391225,0.0,0.11,1.0,0.0,0.77,0.65,0.71,0.77
199291299,0.0,0.11,1.0,0.0,0.77,0.66,0.72,0.78
201191183,0.0,0.11,1.0,0.0,0.78,0.66,0.72,0.78
201291218,0.85,0.83,1.0,0.0,0.78,0.66,0.7,0.78
201591252,0.0,0.11,1.0,0.0,0.77,0.66,0.71,0.78
201291217,0.0,0.11,1.01,0.0,0.77,0.66,0.72,0.77
201291216,0.0,0.11,1.0,0.0,0.76,0.66,0.71,0.78
201391229,0.0,0.11,1.0,0.0,0.78,0.66,0.72,0.78
201291200,0.0,0.11,1.0,0.0,0.78,0.66,0.72,0.78
201791263,0.0,0.11,1.0,0.0,0.76,0.65,0.72,0.76
201291201,0.0,0.11,1.0,0.0,0.78,0.66,0.72,0.78
201191182,0.9,0.91,1.0,0.0,0.92,1.0,0.91,0.98
201191187,0.9,0.91,1.01,0.0,1.0,0.99,0.98,0.94
201391224,0.9,0.91,1.08,0.0,1.0,0.99,0.99,0.99
200291117,0.9,0.91,1.17,0.0,0.98,0.99,0.99,0.99
201591253,0.9,0.91,1.0,0.0,0.99,0.99,1.0,0.94
201191184,0.9,0.95,1.01,1.0,0.96,1.0,0.93,0.97
201291212,0.9,0.91,1.0,0.25,0.96,0.88,0.94,1.0
201291209,0.9,0.91,1.03,0.25,0.92,0.99,0.89,0.94
200591129,0.88,0.9,1.0,0.0,0.99,1.0,1.0,1.0
200891142,0.9,0.91,1.05,0.0,0.99,1.0,1.0,1.0
201591250,0.9,0.91,1.0,0.0,0.99,1.0,0.91,1.0
200200203,0.91,0.92,1.02,1.0,0.9,0.87,0.81,0.9
201500640,0.9,0.94,1.12,1.0,0.94,0.94,0.94,0.94
200591127,0.9,0.84,1.16,0.0,0.44,0.49,0.6,0.49
199291300,0.9,0.92,1.16,0.45,0.98,1.0,1.0,0.94
200591124,0.9,0.92,1.0,0.2,0.99,0.99,0.98,0.93
200991160,0.9,0.91,1.01,0.0,0.98,0.99,1.0,0.99
201491231,0.9,0.91,0.99,0.0,0.98,0.96,0.88,0.97
200591123,0.9,0.91,1.0,0.0,0.91,0.99,0.89,0.99
199991305,0.9,0.91,1.0,0.0,0.99,0.99,0.98,0.99
201491232,0.9,0.9,0.96,0.0,0.88,0.88,0.76,0.94
201191173,0.82,0.86,1.01,0.0,0.98,0.99,0.9,0.99
200991153,0.9,0.91,1.0,0.0,0.99,0.99,0.89,0.99
201891268,0.9,0.91,1.0,0.0,0.99,1.0,0.9,1.0
200100183,0.92,0.95,1.1,0.55,0.97,0.98,1.0,0.99
200900339,0.99,1.0,1.07,1.0,0.92,0.86,0.94,0.89
201400786,0.72,0.79,1.1,1.0,0.91,0.86,0.8,0.92
